 Device Time,Trip Time(Since journey start)(s),Engine RPM(rpm),Speed (OBD)(km/h),Engine kW (At the wheels)(kW),Torque(Nm),,,
35:45.3,0,683,0,-,-,#VALUE!,71.55238095,#VALUE!
35:46.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:47.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:48.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:49.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:50.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:51.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:52.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:53.3,0,670.5,0,-,-,#VALUE!,70.24285714,#VALUE!
35:54.3,0,685,0,-,-,#VALUE!,71.76190476,#VALUE!
35:55.3,0,685,0,-,-,#VALUE!,71.76190476,#VALUE!
35:56.3,0,685,0,-,-,#VALUE!,71.76190476,#VALUE!
35:57.3,0,673.5,0,-,-,#VALUE!,70.55714286,#VALUE!
35:58.3,0,673.5,0,-,-,#VALUE!,70.55714286,#VALUE!
35:59.3,0,669.75,0,-,-,#VALUE!,70.16428571,#VALUE!
36:00.3,0,669.75,0,-,-,#VALUE!,70.16428571,#VALUE!
36:01.3,0,633,0,-,-,#VALUE!,66.31428571,#VALUE!
36:02.3,0,633,0,-,-,#VALUE!,66.31428571,#VALUE!
36:03.3,0,1304.75,9,4.47112846,32.72290802,136.6360367,136.6880952,0.999619143
36:04.3,1,1304.75,9,4.47112846,32.72290802,136.6360367,136.6880952,0.999619143
36:05.3,2,2203.75,16,6.74026012,29.20628548,230.781149,230.8690476,0.999619271
36:06.3,3,2203.75,16,6.74026012,29.20628548,230.781149,230.8690476,0.999619271
36:07.3,4,1197.25,17,0.91409612,7.29069662,125.3784333,125.4261905,0.999619241
36:08.3,5,1197.25,17,0.91409612,7.29069662,125.3784333,125.4261905,0.999619241
36:09.3,6,1787.75,25,11.37101936,60.7371788,187.2167852,187.2880952,0.99961925
36:10.3,7,1787.75,25,11.37101936,60.7371788,187.2167852,187.2880952,0.99961925
36:11.3,8,2095.5,29,6.47925043,29.52562714,219.4449723,219.5285714,0.999619188
36:12.3,9,2095.5,29,6.47925043,29.52562714,219.4449723,219.5285714,0.999619188
36:13.3,10,1408.5,30,1.64088058,11.12454224,147.5009528,147.5571429,0.999619198
36:14.3,11,1408.5,30,1.64088058,11.12454224,147.5009528,147.5571429,0.999619198
36:15.3,12,1599.25,33,5.83121014,34.81804276,167.4766781,167.5404762,0.999619208
36:16.3,13,1783,33,5.83121014,34.81804276,167.4766781,186.7904762,0.896601805
36:17.3,14,1783,35,4.02005577,21.52993584,186.7193567,186.7904762,0.999619255
36:18.3,15,1327,37,4.21615839,30.33947372,138.9661017,139.0190476,0.999619146
36:19.3,16,1327,37,4.21615839,30.33947372,138.9661017,139.0190476,0.999619146
36:20.3,17,1457.75,39,4.52034426,29.61082458,152.6585066,152.7166667,0.999619164
36:21.3,18,1457.75,39,4.52034426,29.61082458,152.6585066,152.7166667,0.999619164
36:22.3,19,1548.75,42,7.54077864,46.49399948,162.1882119,162.25,0.99961918
36:23.3,20,1548.75,42,7.54077864,46.49399948,162.1882119,162.25,0.99961918
36:24.3,21,1608.25,43,2.60958409,15.49457741,168.4191844,168.4833333,0.999619256
36:25.3,22,1608.25,43,2.60958409,15.49457741,168.4191844,168.4833333,0.999619256
36:26.3,23,1642.5,46,8.06678486,46.89830017,172.0059113,172.0714286,0.999619244
36:27.3,24,1681.25,46,8.06678486,46.89830017,172.0059113,176.1309524,0.976579693
36:28.3,25,1681.25,46,8.06678486,46.89830017,172.0059113,176.1309524,0.976579693
36:29.3,26,1721.75,48,5.4840641,30.41546631,180.3051133,180.3738095,0.999619145
36:30.3,27,1721.75,48,5.4840641,30.41546631,180.3051133,180.3738095,0.999619145
36:31.3,28,1778.5,47,5.4840641,30.41546631,180.3051133,186.3190476,0.967722386
36:32.3,29,1778.5,47,5.4840641,30.41546631,180.3051133,186.3190476,0.967722386
36:33.3,30,1389.75,46,-,-,#VALUE!,145.5928571,#VALUE!
36:34.3,31,1389.75,46,-,-,#VALUE!,145.5928571,#VALUE!
36:35.3,32,1390,46,-,-,#VALUE!,145.6190476,#VALUE!
36:36.3,33,1390,46,-,-,#VALUE!,145.6190476,#VALUE!
36:37.3,34,1320,44,-,-,#VALUE!,138.2857143,#VALUE!
36:38.3,35,1320,44,-,-,#VALUE!,138.2857143,#VALUE!
36:39.3,36,1312.5,44,-,-,#VALUE!,137.5,#VALUE!
36:40.3,37,1310,44,-,-,#VALUE!,137.2380952,#VALUE!
36:41.3,38,1310,45,2.59397507,18.90847588,137.1858359,137.2380952,0.999619207
36:42.3,39,1286.25,43,2.59397507,18.90847588,137.1858359,134.75,1.018076705
36:43.3,40,1286.25,43,2.59397507,18.90847588,137.1858359,134.75,1.018076705
36:44.3,41,1283.75,43,-,-,#VALUE!,134.4880952,#VALUE!
36:45.3,42,1283.75,43,-,-,#VALUE!,134.4880952,#VALUE!
36:46.3,43,1227.75,42,-,-,#VALUE!,128.6214286,#VALUE!
36:47.3,44,1227.75,42,-,-,#VALUE!,128.6214286,#VALUE!
36:48.3,45,1228,42,-,-,#VALUE!,128.647619,#VALUE!
36:49.3,46,1228,42,-,-,#VALUE!,128.647619,#VALUE!
36:50.3,47,1217.25,42,-,-,#VALUE!,127.5214286,#VALUE!
36:51.3,48,1217.25,42,-,-,#VALUE!,127.5214286,#VALUE!
36:52.3,49,1259.25,44,4.69441223,35.59846878,131.8711841,131.9214286,0.999619133
36:53.3,50,1259.25,44,4.69441223,35.59846878,131.8711841,131.9214286,0.999619133
36:54.3,51,1306.5,44,4.69441223,35.59846878,131.8711841,136.8714286,0.96346758
36:55.3,52,1306.5,44,4.69441223,35.59846878,131.8711841,136.8714286,0.96346758
36:56.3,53,1325,45,2.51220107,18.10508347,138.7566688,138.8095238,0.999619226
36:57.3,54,1325,45,2.51220107,18.10508347,138.7566688,138.8095238,0.999619226
36:58.3,55,1342.25,45,2.51220107,18.10508347,138.7566688,140.6166667,0.986772564
36:59.3,56,1342.25,45,2.51220107,18.10508347,138.7566688,140.6166667,0.986772564
37:00.3,57,1365.5,45,-,-,#VALUE!,143.052381,#VALUE!
37:01.3,58,1365.5,45,-,-,#VALUE!,143.052381,#VALUE!
37:02.3,59,1370.25,47,5.35282898,37.30315399,143.4953458,143.55,0.999619267
37:03.3,60,1370.25,47,5.35282898,37.30315399,143.4953458,143.55,0.999619267
37:04.3,61,1259.75,42,5.35282898,37.30315399,143.4953458,131.9738095,1.087301687
37:05.3,62,1259.75,42,5.35282898,37.30315399,143.4953458,131.9738095,1.087301687
37:06.3,63,1259,42,-,-,#VALUE!,131.8952381,#VALUE!
37:07.3,64,1259,42,-,-,#VALUE!,131.8952381,#VALUE!
37:08.3,65,1278.5,43,2.37720537,17.75529861,133.887096,133.9380952,0.999619233
37:09.3,66,1278.5,43,2.37720537,17.75529861,133.887096,133.9380952,0.999619233
37:10.3,67,1343,46,7.40189695,52.62947845,140.641655,140.6952381,0.999619155
37:11.3,68,1343,46,7.40189695,52.62947845,140.641655,140.6952381,0.999619155
37:12.3,69,1397.25,46,7.40189695,52.62947845,140.641655,146.3785714,0.960807676
37:13.3,70,1397.25,46,7.40189695,52.62947845,140.641655,146.3785714,0.960807676
37:14.3,71,1461.75,50,10.75407124,70.25251007,153.0773951,153.1357143,0.999619167
37:15.3,72,1461.75,50,10.75407124,70.25251007,153.0773951,153.1357143,0.999619167
37:16.3,73,1518.75,52,5.82705593,36.63742447,159.0465491,159.1071429,0.999619164
37:17.3,74,1518.75,52,5.82705593,36.63742447,159.0465491,159.1071429,0.999619164
37:18.3,75,1577.5,52,5.82705593,36.63742447,159.0465491,165.2619048,0.962390875
37:19.3,76,1577.5,52,5.82705593,36.63742447,159.0465491,165.2619048,0.962390875
37:20.3,77,1625.25,54,5.96456099,35.04454041,170.1994354,170.2642857,0.999619119
37:21.3,78,1625.25,54,5.96456099,35.04454041,170.1994354,170.2642857,0.999619119
37:22.3,79,1670.25,57,9.68145466,55.35045242,174.9119336,174.9785714,0.999619166
37:23.3,80,1703.25,57,9.68145466,55.35045242,174.9119336,178.4357143,0.98025182
37:24.3,81,1703.25,58,3.20483422,17.96756363,178.3677679,178.4357143,0.999619211
37:25.3,82,1729,58,3.20483422,17.96756363,178.3677679,181.1333333,0.98473188
37:26.3,83,1729,58,3.20483422,17.96756363,178.3677679,181.1333333,0.98473188
37:27.3,84,1749,61,10.65686798,58.18375778,183.1588125,183.2285714,0.999619279
37:28.3,85,1749,61,10.65686798,58.18375778,183.1588125,183.2285714,0.999619279
37:29.3,86,1767,62,3.3404243,18.05207634,185.0437721,185.1142857,0.999619081
37:30.3,87,1767,62,3.3404243,18.05207634,185.0437721,185.1142857,0.999619081
37:31.3,88,1770,62,3.3404243,18.05207634,185.0437721,185.4285714,0.997924811
37:32.3,89,1770,62,3.3404243,18.05207634,185.0437721,185.4285714,0.997924811
37:33.3,90,1764.5,60,-,-,#VALUE!,184.852381,#VALUE!
37:34.3,91,1764.5,60,-,-,#VALUE!,184.852381,#VALUE!
37:35.3,92,1757.75,61,3.37748909,18.34842873,184.0751129,184.1452381,0.999619185
37:36.3,93,1757.75,61,3.37748909,18.34842873,184.0751129,184.1452381,0.999619185
37:37.3,94,1752.5,58,3.37748909,18.34842873,184.0751129,183.5952381,1.002613765
37:38.3,95,1752.5,58,3.37748909,18.34842873,184.0751129,183.5952381,1.002613765
37:39.3,96,1733.75,59,3.16770935,17.44700432,181.5617909,181.6309524,0.99961922
37:40.3,97,1733.75,59,3.16770935,17.44700432,181.5617909,181.6309524,0.99961922
37:41.3,98,1734.25,58,3.16770935,17.44700432,181.5617909,181.6833333,0.99933102
37:42.3,99,1734.25,58,3.16770935,17.44700432,181.5617909,181.6833333,0.99933102
37:43.3,100,1709.25,58,-,-,#VALUE!,179.0642857,#VALUE!
37:44.3,101,1709.25,58,-,-,#VALUE!,179.0642857,#VALUE!
37:45.3,102,1698.75,57,-,-,#VALUE!,177.9642857,#VALUE!
37:46.3,103,1698.75,57,-,-,#VALUE!,177.9642857,#VALUE!
37:47.3,104,1686.25,55,-,-,#VALUE!,176.6547619,#VALUE!
37:48.3,105,1686.25,55,-,-,#VALUE!,176.6547619,#VALUE!
37:49.3,106,1685,56,3.26288033,18.4911232,176.4565784,176.5238095,0.999619138
37:50.3,107,1675.5,56,3.26288033,18.4911232,176.4565784,175.5285714,1.005286928
37:51.3,108,1675.5,55,3.26288033,18.4911232,176.4565784,175.5285714,1.005286928
37:52.3,109,1670.75,55,3.26288033,18.4911232,176.4565784,175.0309524,1.008144994
37:53.3,110,1670.75,57,6.40062857,36.5824852,174.9642906,175.0309524,0.999619143
37:54.3,111,1660.75,56,6.40062857,36.5824852,174.9642906,173.9833333,1.005638225
37:55.3,112,1660.75,56,6.40062857,36.5824852,174.9642906,173.9833333,1.005638225
37:56.3,113,1649.5,55,-,-,#VALUE!,172.8047619,#VALUE!
37:57.3,114,1649.5,55,-,-,#VALUE!,172.8047619,#VALUE!
37:58.3,115,1636.25,56,3.18053603,18.56148338,171.3513928,171.4166667,0.999619209
37:59.3,116,1636.25,56,3.18053603,18.56148338,171.3513928,171.4166667,0.999619209
38:00.3,117,1620.5,55,3.18053603,18.56148338,171.3513928,169.7666667,1.009334731
38:01.3,118,1620.5,55,3.18053603,18.56148338,171.3513928,169.7666667,1.009334731
38:02.3,119,1605.75,55,-,-,#VALUE!,168.2214286,#VALUE!
38:03.3,120,1605.75,55,-,-,#VALUE!,168.2214286,#VALUE!
38:04.3,121,1609.5,55,-,-,#VALUE!,168.6142857,#VALUE!
38:05.3,122,1609.5,55,-,-,#VALUE!,168.6142857,#VALUE!
38:06.3,123,1615,54,-,-,#VALUE!,169.1904762,#VALUE!
38:07.3,124,1593.25,53,-,-,#VALUE!,166.9119048,#VALUE!
38:08.3,125,1578.75,53,-,-,#VALUE!,165.3928571,#VALUE!
38:09.3,126,1578.75,53,-,-,#VALUE!,165.3928571,#VALUE!
38:10.3,127,1579.75,53,-,-,#VALUE!,165.497619,#VALUE!
38:11.3,128,1579.75,53,-,-,#VALUE!,165.497619,#VALUE!
38:12.3,129,1577.25,53,-,-,#VALUE!,165.2357143,#VALUE!
38:13.3,130,1577.25,53,-,-,#VALUE!,165.2357143,#VALUE!
38:14.3,131,1570,53,-,-,#VALUE!,164.4761905,#VALUE!
38:15.3,132,1570,53,-,-,#VALUE!,164.4761905,#VALUE!
38:16.3,133,1570.5,52,-,-,#VALUE!,164.5285714,#VALUE!
38:17.3,134,1570.5,52,-,-,#VALUE!,164.5285714,#VALUE!
38:18.3,135,1560,53,2.87849474,17.61987686,163.3663369,163.4285714,0.999619195
38:19.3,136,1560,53,2.87849474,17.61987686,163.3663369,163.4285714,0.999619195
38:20.3,137,1567.5,52,2.87849474,17.61987686,163.3663369,164.2142857,0.994836328
38:21.3,138,1567.5,52,2.87849474,17.61987686,163.3663369,164.2142857,0.994836328
38:22.3,139,1554.5,52,-,-,#VALUE!,162.852381,#VALUE!
38:23.3,140,1554.5,52,-,-,#VALUE!,162.852381,#VALUE!
38:24.3,141,1567.5,53,2.94512653,17.94148636,164.1517582,164.2142857,0.999619232
38:25.3,142,1579.75,53,2.94512653,17.94148636,164.1517582,165.497619,0.991867793
38:26.3,143,1579.75,56,9.546628,57.70635986,165.4345903,165.497619,0.999619156
38:27.3,144,1625.75,56,9.546628,57.70635986,165.4345903,170.3166667,0.971335299
38:28.3,145,1625.75,56,9.546628,57.70635986,165.4345903,170.3166667,0.971335299
38:29.3,146,1625.75,56,9.546628,57.70635986,165.4345903,170.3166667,0.971335299
38:30.3,147,1648.25,54,-,-,#VALUE!,172.6738095,#VALUE!
38:31.3,148,1648.25,54,-,-,#VALUE!,172.6738095,#VALUE!
38:32.3,149,1678.75,58,12.19549274,69.37059021,175.8020611,175.8690476,0.999619111
38:33.3,150,1678.75,58,12.19549274,69.37059021,175.8020611,175.8690476,0.999619111
38:34.3,151,1711.25,60,5.76644039,32.17780304,179.2055344,179.2738095,0.999619157
38:35.3,152,1711.25,60,5.76644039,32.17780304,179.2055344,179.2738095,0.999619157
38:36.3,153,1751.5,60,5.76644039,32.17780304,179.2055344,183.4904762,0.976647607
38:37.3,154,1751.5,60,5.76644039,32.17780304,179.2055344,183.4904762,0.976647607
38:38.3,155,1787.75,61,3.22223997,17.21127892,187.2167655,187.2880952,0.999619144
38:39.3,156,1787.75,61,3.22223997,17.21127892,187.2167655,187.2880952,0.999619144
38:40.3,157,1831.75,63,7.16373968,37.34527206,191.8245412,191.897619,0.999619183
38:41.3,158,1831.75,63,7.16373968,37.34527206,191.8245412,191.897619,0.999619183
38:42.3,159,1865,62,7.16373968,37.34527206,191.8245412,195.3809524,0.981797554
38:43.3,160,1865,62,7.16373968,37.34527206,191.8245412,195.3809524,0.981797554
38:44.3,161,1891,62,-,-,#VALUE!,198.1047619,#VALUE!
38:45.3,162,1891,62,-,-,#VALUE!,198.1047619,#VALUE!
38:46.3,163,1919.25,64,7.32758617,36.45788193,200.9877092,201.0642857,0.999619144
38:47.3,164,1919.25,64,7.32758617,36.45788193,200.9877092,201.0642857,0.999619144
38:48.3,165,1945.5,66,7.49697781,36.79738998,203.736673,203.8142857,0.999619199
38:49.3,166,1945.5,66,7.49697781,36.79738998,203.736673,203.8142857,0.999619199
38:50.3,167,1976.5,69,11.83128452,57.16064453,206.9830496,207.0619048,0.999619171
38:51.3,168,1976.5,69,11.83128452,57.16064453,206.9830496,207.0619048,0.999619171
38:52.3,169,2004.25,69,11.83128452,57.16064453,206.9830496,209.9690476,0.985778866
38:53.3,170,2004.25,69,11.83128452,57.16064453,206.9830496,209.9690476,0.985778866
38:54.3,171,2039.25,70,4.10070467,19.20215797,213.5543659,213.6357143,0.999619219
38:55.3,172,2028.75,70,4.10070467,19.20215797,213.5543659,212.5357143,1.004792849
38:56.3,173,2028.75,70,4.10070467,19.20215797,213.5543659,212.5357143,1.004792849
38:57.3,174,2016.75,67,-,-,#VALUE!,211.2785714,#VALUE!
38:58.3,175,2016.75,67,-,-,#VALUE!,211.2785714,#VALUE!
38:59.3,176,2011.75,69,7.97613764,37.86000443,210.6745036,210.7547619,0.999619186
39:00.3,177,2011.75,69,7.97613764,37.86000443,210.6745036,210.7547619,0.999619186
39:01.3,178,2014,68,7.97613764,37.86000443,210.6745036,210.9904762,0.998502432
39:02.3,179,2014,68,7.97613764,37.86000443,210.6745036,210.9904762,0.998502432
39:03.3,180,2001.25,67,-,-,#VALUE!,209.6547619,#VALUE!
39:04.3,181,2001.25,67,-,-,#VALUE!,209.6547619,#VALUE!
39:05.3,182,1948.5,65,-,-,#VALUE!,204.1285714,#VALUE!
39:06.3,183,1904,65,-,-,#VALUE!,199.4666667,#VALUE!
39:07.3,184,1904,66,3.92167282,19.66828156,199.3907199,199.4666667,0.999619251
39:08.3,185,1849.5,63,3.92167282,19.66828156,199.3907199,193.7571429,1.029075455
39:09.3,186,1849.5,63,3.92167282,19.66828156,199.3907199,193.7571429,1.029075455
39:10.3,187,1788.5,59,-,-,#VALUE!,187.3666667,#VALUE!
39:11.3,188,1788.5,59,-,-,#VALUE!,187.3666667,#VALUE!
39:12.3,189,1757,58,-,-,#VALUE!,184.0666667,#VALUE!
39:13.3,190,1757,58,-,-,#VALUE!,184.0666667,#VALUE!
39:14.3,191,1730.75,59,3.11964345,17.21205139,181.2476258,181.3166667,0.999619225
39:15.3,192,1730.75,59,3.11964345,17.21205139,181.2476258,181.3166667,0.999619225
39:16.3,193,1689.75,56,3.11964345,17.21205139,181.2476258,177.0214286,1.02387393
39:17.3,194,1689.75,56,3.11964345,17.21205139,181.2476258,177.0214286,1.02387393
39:18.3,195,1427,47,-,-,#VALUE!,149.4952381,#VALUE!
39:19.3,196,1427,47,-,-,#VALUE!,149.4952381,#VALUE!
39:20.3,197,954.75,33,-,-,#VALUE!,100.0214286,#VALUE!
39:21.3,198,954.75,33,-,-,#VALUE!,100.0214286,#VALUE!
39:22.3,199,769,20,-,-,#VALUE!,80.56190476,#VALUE!
39:23.3,200,769,20,-,-,#VALUE!,80.56190476,#VALUE!
39:24.3,201,784.25,13,-,-,#VALUE!,82.15952381,#VALUE!
39:25.3,202,784.25,13,-,-,#VALUE!,82.15952381,#VALUE!
39:26.3,203,773.75,8,-,-,#VALUE!,81.05952381,#VALUE!
39:27.3,204,681.75,8,-,-,#VALUE!,71.42142857,#VALUE!
39:28.3,205,681.75,3,-,-,#VALUE!,71.42142857,#VALUE!
39:29.3,206,1665.25,4,0.23106885,1.32502472,174.3883314,174.4547619,0.999619211
39:30.3,207,1665.25,4,0.23106885,1.32502472,174.3883314,174.4547619,0.999619211
39:31.3,208,904.5,2,0.23106885,1.32502472,174.3883314,94.75714286,1.840371355
39:32.3,209,904.5,2,0.23106885,1.32502472,174.3883314,94.75714286,1.840371355
39:33.3,210,368.5,0,-,-,#VALUE!,38.6047619,#VALUE!
39:34.3,211,368.5,0,-,-,#VALUE!,38.6047619,#VALUE!
39:35.3,212,1099.25,6,2.09305096,18.18215561,115.1156664,115.1595238,0.99961916
39:36.3,213,1099.25,6,2.09305096,18.18215561,115.1156664,115.1595238,0.99961916
39:37.3,214,1558.75,10,2.36507273,14.48871994,163.2354507,163.297619,0.999619294
39:38.3,215,1558.75,10,2.36507273,14.48871994,163.2354507,163.297619,0.999619294
39:39.3,216,1803.75,12,1.2665329,6.7050519,188.8923336,188.9642857,0.999619229
39:40.3,217,1259.75,12,1.2665329,6.7050519,188.8923336,131.9738095,1.431286512
39:41.3,218,1259.75,12,1.2665329,6.7050519,188.8923336,131.9738095,1.431286512
39:42.3,219,1074.75,12,1.2665329,6.7050519,188.8923336,112.5928571,1.677658231
39:43.3,220,1074.75,15,2.43786955,21.66032982,112.5499736,112.5928571,0.999619128
39:44.3,221,1898,15,2.43786955,21.66032982,112.5499736,198.8380952,0.566038281
39:45.3,222,1898,21,6.89170122,34.67306519,198.7623875,198.8380952,0.999619249
39:46.3,223,1134.25,21,6.89170122,34.67306519,198.7623875,118.8261905,1.672715306
39:47.3,224,1134.25,23,2.56141114,21.56415939,118.7809408,118.8261905,0.999619194
39:48.3,225,1404.25,29,10.28806877,69.96025848,147.0558999,147.1119048,0.999619305
39:49.3,226,1404.25,29,10.28806877,69.96025848,147.0558999,147.1119048,0.999619305
39:50.3,227,1661.5,35,12.32220364,70.81904602,173.9956175,174.0619048,0.999619174
39:51.3,228,1661.5,35,12.32220364,70.81904602,173.9956175,174.0619048,0.999619174
39:52.3,229,1857.75,38,6.97328615,35.84365082,194.5473184,194.6214286,0.999619209
39:53.3,230,1857.75,38,6.97328615,35.84365082,194.5473184,194.6214286,0.999619209
39:54.3,231,1461.75,40,4.35363817,28.44076538,153.0773913,153.1357143,0.999619142
39:55.3,232,1461.75,40,4.35363817,28.44076538,153.0773913,153.1357143,0.999619142
39:56.3,233,1573,43,7.46794128,45.33506012,164.7277242,164.7904762,0.999619201
39:57.5,234,1573,43,7.46794128,45.33506012,164.7277242,164.7904762,0.999619201
39:58.3,235,1659.5,45,4.54097891,26.12969017,173.7861751,173.852381,0.999619183
39:59.3,236,1659.5,45,4.54097891,26.12969017,173.7861751,173.852381,0.999619183
40:00.3,237,1755,49,11.2861557,61.40884781,183.7871268,183.8571429,0.999619182
40:01.3,238,1825.75,49,11.2861557,61.40884781,183.7871268,191.2690476,0.960882741
40:02.3,239,1825.75,51,6.15903473,32.21316147,191.1962207,191.2690476,0.999619244
40:03.3,240,1917.25,51,6.15903473,32.21316147,191.1962207,200.8547619,0.951912809
40:04.3,241,1917.25,53,5.86610222,29.21681786,200.7782726,200.8547619,0.999619181
40:05.3,242,1512.25,53,5.86610222,29.21681786,200.7782726,158.4261905,1.267330054
40:06.3,243,1512.25,50,5.86610222,29.21681786,200.7782726,158.4261905,1.267330054
40:07.3,244,1415.25,49,-,-,#VALUE!,148.2642857,#VALUE!
40:08.3,245,1415.25,49,-,-,#VALUE!,148.2642857,#VALUE!
40:09.3,246,1335.75,44,-,-,#VALUE!,139.9357143,#VALUE!
40:10.3,247,1335.75,44,-,-,#VALUE!,139.9357143,#VALUE!
40:11.3,248,1400.75,48,10.61993313,72.39743042,146.6893655,146.7452381,0.999619254
40:12.3,249,1400.75,48,10.61993313,72.39743042,146.6893655,146.7452381,0.999619254
40:13.3,250,1490.25,51,7.98828888,51.18664169,156.0619845,156.1214286,0.999619244
40:14.3,251,1490.25,51,7.98828888,51.18664169,156.0619845,156.1214286,0.999619244
40:15.3,252,1601.25,55,12.04533291,71.83261871,167.6861171,167.75,0.999619178
40:16.3,253,1601.25,55,12.04533291,71.83261871,167.6861171,167.75,0.999619178
40:17.3,254,1713.5,58,9.66391182,53.85560608,179.4411487,179.5095238,0.9996191
40:18.3,255,1713.5,58,9.66391182,53.85560608,179.4411487,179.5095238,0.9996191
40:19.3,256,1813,62,14.42655659,75.98483276,189.8610034,189.9333333,0.999619182
40:20.3,257,1813,62,14.42655659,75.98483276,189.8610034,189.9333333,0.999619182
40:21.3,258,1876.5,63,3.49898648,17.80556488,196.5108382,196.5857143,0.999619118
40:22.3,259,1876.5,63,3.49898648,17.80556488,196.5108382,196.5857143,0.999619118
40:23.3,260,1884.25,63,3.49898648,17.80556488,196.5108382,197.397619,0.995507642
40:24.3,261,1884.25,63,3.49898648,17.80556488,196.5108382,197.397619,0.995507642
40:25.3,262,1955.5,67,14.54075909,71.00538635,204.7838881,204.8619048,0.999619174
40:26.3,263,1955.5,67,14.54075909,71.00538635,204.7838881,204.8619048,0.999619174
40:27.3,264,2003.25,67,14.54075909,71.00538635,204.7838881,209.8642857,0.975791986
40:28.3,265,2003.25,67,14.54075909,71.00538635,204.7838881,209.8642857,0.975791986
40:29.3,266,2003.5,67,-,-,#VALUE!,209.8904762,#VALUE!
40:30.3,267,2003.5,67,-,-,#VALUE!,209.8904762,#VALUE!
40:31.3,268,1963.5,66,-,-,#VALUE!,205.7,#VALUE!
40:32.3,269,1963.5,66,-,-,#VALUE!,205.7,#VALUE!
40:33.3,270,1951,64,-,-,#VALUE!,204.3904762,#VALUE!
40:34.3,271,1951,64,-,-,#VALUE!,204.3904762,#VALUE!
40:35.3,272,1907.25,64,-,-,#VALUE!,199.8071429,#VALUE!
40:36.3,273,1888.5,64,-,-,#VALUE!,197.8428571,#VALUE!
40:37.3,274,1888.5,63,-,-,#VALUE!,197.8428571,#VALUE!
40:38.3,275,1807.75,61,-,-,#VALUE!,189.3833333,#VALUE!
40:39.3,276,1807.75,61,-,-,#VALUE!,189.3833333,#VALUE!
40:40.3,277,1761.25,59,-,-,#VALUE!,184.5119048,#VALUE!
40:41.3,278,1761.25,59,-,-,#VALUE!,184.5119048,#VALUE!
40:42.3,279,1701.5,58,-,-,#VALUE!,178.252381,#VALUE!
40:43.3,280,1701.5,58,-,-,#VALUE!,178.252381,#VALUE!
40:44.3,281,1702.75,57,-,-,#VALUE!,178.3833333,#VALUE!
40:45.3,282,1702.75,57,-,-,#VALUE!,178.3833333,#VALUE!
40:46.3,283,1637.25,56,-,-,#VALUE!,171.5214286,#VALUE!
40:47.3,284,1637.25,56,-,-,#VALUE!,171.5214286,#VALUE!
40:48.3,285,1623.75,53,-,-,#VALUE!,170.1071429,#VALUE!
40:49.3,286,1623.75,53,-,-,#VALUE!,170.1071429,#VALUE!
40:50.3,287,1527,51,-,-,#VALUE!,159.9714286,#VALUE!
40:51.3,288,1527,51,-,-,#VALUE!,159.9714286,#VALUE!
40:52.3,289,1383.25,47,-,-,#VALUE!,144.9119048,#VALUE!
40:53.3,290,1321.25,47,-,-,#VALUE!,138.4166667,#VALUE!
40:54.3,291,1321.25,44,-,-,#VALUE!,138.4166667,#VALUE!
40:55.3,292,1158,39,-,-,#VALUE!,121.3142857,#VALUE!
40:56.3,293,1158,39,-,-,#VALUE!,121.3142857,#VALUE!
40:57.3,294,991.75,33,-,-,#VALUE!,103.897619,#VALUE!
40:58.3,295,991.75,33,-,-,#VALUE!,103.897619,#VALUE!
40:59.3,296,902.25,32,-,-,#VALUE!,94.52142857,#VALUE!
41:00.3,297,902.25,32,-,-,#VALUE!,94.52142857,#VALUE!
41:01.3,298,1181.25,32,-,-,#VALUE!,123.75,#VALUE!
41:02.3,299,1181.25,32,-,-,#VALUE!,123.75,#VALUE!
41:03.3,300,1306.25,34,4.11984062,30.11730576,136.7931333,136.8452381,0.999619243
41:04.3,301,1306.25,34,4.11984062,30.11730576,136.7931333,136.8452381,0.999619243
41:05.3,302,1352,37,6.29105377,44.43331909,141.5841512,141.6380952,0.999619142
41:06.3,303,1406,37,6.29105377,44.43331909,141.5841512,147.2952381,0.961226942
41:07.3,304,1406,38,2.19046783,14.87693977,147.2391408,147.2952381,0.999619151
41:08.3,305,1365.5,37,2.19046783,14.87693977,147.2391408,143.052381,1.029267321
41:09.3,306,1365.5,37,2.19046783,14.87693977,147.2391408,143.052381,1.029267321
41:10.3,307,1412.75,38,2.26666856,15.32091618,147.9460192,148.002381,0.999619184
41:11.3,308,1412.75,38,2.26666856,15.32091618,147.9460192,148.002381,0.999619184
41:12.3,309,1466.75,39,2.16160154,14.07283306,153.601022,153.6595238,0.999619276
41:13.3,310,1466.75,39,2.16160154,14.07283306,153.601022,153.6595238,0.999619276
41:14.3,311,1427,39,2.16160154,14.07283306,153.601022,149.4952381,1.027464312
41:15.3,312,1427,39,2.16160154,14.07283306,153.601022,149.4952381,1.027464312
41:16.3,313,1503.25,41,4.8537097,30.83220673,157.4233639,157.4833333,0.999619201
